pq_scan,pq_bar,pq_udise,pq_grade,pq_nasid,pq_section,pq_age,pq_min,pq_miny,pq_gender,pq_bpl,pq_cwsn,pq_q01,pq_q02,pq_q03,pq_q04,pq_q05,pq_q06,pq_q07,pq_q08,pq_q09,pq_q10,pq_q11,pq_q12,pq_q13,pq_q14,pq_q15,pq_q16,pq_q17,pq_q18,pq_q19,pq_q20,pq_q21,pq_q22,pq_q23,pq_q24a,pq_q24b,pq_q24c,pq_q24d,pq_q24e,pq_q24f,pq_q24g,pq_q24h,pq_q24i,pq_q25a,pq_q25b,pq_q25c,pq_q25d,pq_q25e,pq_q25f,pq_q25g,pq_q25h,pq_q25i,pq_q25j,pq_q26a,pq_q26b,pq_q26c,pq_q26d,pq_q26e,pq_q26f,pq_q26g,pq_q27a,pq_q27b,pq_q27c,pq_q27d,pq_q27e,pq_q27f,pq_q27g,pq_q28a,pq_q28b,pq_q28c,pq_q28d,pq_q28e,pq_q28f,pq_q28g,pq_q28h,pq_q29a,pq_q29b,pq_q29c,pq_q29d,pq_q29e,pq_q29f,pq_q29g,pq_q30,pq_q31,pq_q32,pq_q33,pq_q34,pq_q35,pq_q36,pq_q37,pq_q38,pq_q39,pq_q40
41000346,812431945,7040322706,8,5,B,13,2,X,1,2,2,6,9,9,4,2,6,2,1,4,2,4,1,1,1,1,2,2,1,3,2,2,3,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000347,812431946,7040322706,8,6,B,12,2,X,1,2,2,9,0,4,6,2,5,3,1,4,2,2,1,3,1,1,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000348,812431947,7040322706,8,7,B,13,2,X,1,2,2,9,9,8,4,1,5,3,1,4,2,2,1,1,1,1,3,2,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000349,812431948,7040322706,8,8,B,13,2,X,2,2,2,0,0,9,6,1,6,2,1,4,2,3,1,1,1,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000350,812431949,7040322706,8,9,C,13,2,X,1,2,2,0,0,9,3,1,4,3,1,2,2,3,1,4,1,1,3,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000351,812431950,7040322706,8,10,C,13,2,X,1,2,2,0,0,3,6,1,4,2,3,4,2,3,1,3,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000352,812431951,7040322706,8,11,C,13,2,X,1,2,2,0,0,9,5,2,4,3,1,4,2,4,1,4,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,X,1,X,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000353,812431952,7040322706,8,12,C,13,2,X,1,2,2,9,0,9,4,3,5,3,1,X,2,3,1,4,1,1,3,1,1,1,1,1,1,2,X,1,1,1,1,1,X,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000354,812431953,7040322706,8,13,C,13,2,X,1,X,X,7,9,9,4,2,4,2,3,4,2,1,1,4,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000355,812431954,7040322706,8,14,C,13,2,X,1,X,X,8,0,9,4,2,6,2,1,4,2,1,1,1,1,1,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000356,812431955,7040322706,8,15,C,13,1,3,1,2,2,9,9,9,3,2,6,3,3,4,2,1,1,2,1,1,2,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2,1,1,1,2,2,1,1,2,2,2,1,1,1,2,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000357,812431956,7040322706,8,16,C,13,2,X,1,2,2,9,0,9,5,2,4,4,1,2,2,2,2,4,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,2,1,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000358,812431957,7040322706,8,17,D,14,2,X,1,2,2,0,0,9,4,2,6,3,1,2,2,1,1,1,1,1,3,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,Z,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000359,812431958,7040322706,8,18,D,13,2,X,1,2,2,0,0,9,5,1,4,4,2,2,2,1,1,3,1,1,3,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000360,812431959,7040322706,8,19,D,12,2,X,2,2,2,0,X,4,5,2,1,3,2,4,2,X,1,4,1,1,3,2,1,1,1,1,1,1,X,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,X,2,1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000361,812431960,7040322706,8,20,D,13,2,X,1,X,2,9,6,6,6,3,3,3,4,2,2,1,1,1,1,1,3,2,1,1,2,2,2,2,X,1,1,1,1,1,X,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,Z,1,2,2,2,1,1,1,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000362,812431961,7040322706,8,21,D,13,2,X,1,2,X,X,X,8,X,2,3,3,1,2,2,3,1,1,1,1,3,2,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000363,812431962,7040322706,8,22,E,12,2,X,2,2,2,9,9,9,8,2,4,3,3,4,2,2,1,3,1,1,2,1,1,2,2,1,2,1,X,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000364,812431963,7040322706,8,23,E,13,2,X,1,2,2,0,0,4,4,2,1,3,1,2,2,4,1,4,1,1,3,3,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000365,812431964,7040322706,8,24,E,13,2,X,1,2,2,0,0,4,4,2,3,3,3,5,2,1,1,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000366,812431965,7040322706,8,25,E,13,2,5,2,2,2,9,9,5,6,2,3,3,3,5,2,1,2,2,2,1,3,3,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1
41000367,812431966,7040322706,8,26,E,13,2,X,1,2,2,9,9,9,7,1,5,3,3,4,2,2,1,3,1,1,3,3,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000368,812431967,7040322706,8,27,E,13,2,X,1,2,2,9,9,8,3,2,5,3,3,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000369,812431968,7040322706,8,28,F,13,2,X,2,2,2,0,0,9,9,2,6,3,2,2,2,3,1,1,2,1,3,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000370,812431969,7040322706,8,29,F,13,2,X,2,2,2,7,7,5,5,1,1,4,1,5,1,1,1,2,1,1,3,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000371,812431970,7040322706,8,30,F,13,2,X,1,2,2,0,0,9,6,2,3,3,1,2,2,4,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000387,112072568,7040223001,10,28,A,16,2,X,1,2,2,6,6,8,X,3,3,3,1,1,2,4,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4
41000388,112072569,7040223001,10,29,A,15,2,X,2,2,2,5,6,6,4,4,1,2,1,4,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2,3,1,1,1,1,1
41000389,112072570,7040223001,10,30,A,17,2,X,1,2,2,1,X,Z,1,5,2,3,X,3,2,1,X,X,Z,1,1,1,Z,Z,1,1,Z,1,Z,Z,Z,Z,Z,Z,Z,Z,Z,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Z,Z,Z,Z,X,X,X,1,1,Z,1,1,1,1,1,1,1,Z
41000390,112072571,7040223001,10,Ex,A,17,2,X,1,2,2,1,Z,9,5,3,2,3,3,5,2,2,3,1,1,1,2,Z,Z,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,Z,4
41000391,812067321,7040223001,8,1,A,13,1,1,1,2,2,3,3,5,5,3,1,3,1,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000460,812430891,7040121501,8,1,A,13,2,X,1,1,2,5,5,4,4,4,3,3,1,2,3,2,3,3,2,2,2,3,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000461,812430892,7040121501,8,2,A,13,2,X,1,1,2,6,7,6,7,3,3,1,1,4,2,1,1,2,1,1,3,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000462,812430893,7040121501,8,3,A,14,2,X,1,1,2,3,4,9,4,3,3,3,1,4,2,1,1,2,1,1,3,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Z,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000463,812430894,7040121501,8,4,A,14,2,X,1,1,2,5,9,9,6,2,2,3,1,6,2,1,1,2,1,2,2,2,1,2,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000464,812430895,7040121501,8,5,A,14,2,2,1,1,2,5,6,9,9,2,2,3,1,2,2,1,1,2,1,2,2,2,1,2,2,2,1,1,Z,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000465,812430896,7040121501,8,6,A,14,1,1,1,1,2,1,4,8,6,3,3,3,3,2,3,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000466,812430897,7040121501,8,7,A,13,2,X,1,1,2,4,6,2,3,3,1,2,3,4,3,2,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X
41000467,812430898,7040121501,8,8,A,14,2,X,1,1,2,2,7,1,3,2,3,4,3,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000468,812430899,7040121501,8,9,A,13,2,X,1,1,2,9,0,1,2,2,3,2,3,4,1,2,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000469,812430900,7040121501,8,10,A,14,2,X,1,1,2,6,6,3,3,4,3,4,4,1,2,1,1,3,1,2,2,3,1,2,2,Z,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,2,1,2,1,1,1,2,2,1,1,2,2,2,1,2,2,1,1,1,1,Z,1,2,2,1,2,2,1,X,1,1,1,X,1,1,X,1,1,2
41000470,812430901,7040121501,8,11,A,13,2,X,1,1,2,6,6,9,9,4,2,4,2,2,3,3,3,2,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000471,812430902,7040121501,8,12,A,13,2,X,1,1,2,6,6,9,9,1,2,4,1,6,3,3,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000472,812430903,7040121501,8,13,A,13,2,X,1,1,2,6,6,9,3,2,3,3,3,4,2,2,1,1,1,1,2,1,1,1,2,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,2,1,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000473,812430904,7040121501,8,14,A,14,2,X,1,1,2,4,3,5,5,3,3,1,3,2,2,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000474,812430905,7040121501,8,15,A,13,2,X,1,1,2,2,6,9,9,3,2,1,3,2,3,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000475,812430906,7040121501,8,16,A,14,2,X,1,1,2,6,7,6,7,3,5,3,3,2,2,2,1,4,1,1,3,2,1,2,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,1,2,1,2,2,2,1,2,Z,1,2,2,1,1,2,2,1,1,1,2,2,1,1,2,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000476,812430907,7040121501,8,17,A,13,2,X,1,1,2,7,7,X,X,2,X,X,1,2,3,2,1,2,1,1,2,3,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000477,812430908,7040121501,8,18,A,14,2,X,1,1,2,9,9,X,X,X,X,X,1,2,3,1,3,3,1,2,2,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000478,812430909,7040121501,8,19,A,13,2,X,1,1,2,2,1,1,1,2,1,3,3,2,3,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000479,812430910,7040121501,8,20,A,12,2,X,1,1,2,9,7,4,3,4,3,1,3,3,3,1,1,2,3,2,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,X,2,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000480,812430911,7040121501,8,21,A,12,2,X,1,1,2,7,7,9,X,2,3,1,4,4,3,2,1,4,X,X,1,1,1,1,1,2,1,1,1,1,1,1,X,2,X,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000481,812430912,7040121501,8,22,A,13,2,X,1,1,2,1,5,9,6,2,3,3,3,2,3,2,1,4,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,Z,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000482,812430913,7040121501,8,23,A,14,2,X,1,1,2,4,4,4,7,5,3,3,Z,4,1,2,2,2,1,1,1,2,1,3,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,Z,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1
41000483,812430914,7040121501,8,24,B,13,2,X,1,1,2,6,4,5,3,4,3,1,4,2,1,4,2,4,1,1,2,2,2,Z,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Z,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,4
41000484,812430915,7040121501,8,25,B,14,2,X,1,1,2,4,5,1,4,1,4,3,1,4,1,3,4,1,1,2,2,1,2,1,2,3,3,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,1,1,2,1,2,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000485,812430916,7040121501,8,26,B,15,2,X,1,1,2,2,1,6,2,4,1,2,4,Z,1,2,1,1,2,3,3,3,2,1,1,1,3,2,1,1,1,2,1,2,1,2,1,1,1,2,1,2,2,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,Z,1,2,1,1,1,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000486,812430917,7040121501,8,27,B,15,1,1,1,1,2,1,1,4,8,3,2,1,4,4,3,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000487,812430918,7040121501,8,28,B,13,2,X,1,1,2,1,1,4,8,2,2,1,4,4,3,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41000488,812430919,7040121501,8,29,B,14,2,X,1,1,2,1,1,Z,4,3,2,1,4,2,2,X,1,1,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X
41000489,812430920,7040121501,8,30,B,13,2,X,1,1,2,1,2,4,3,4,3,3,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1
41000490,112458708,7040121501,10,1,A,16,2,2,1,1,2,7,9,8,3,5,3,3,3,4,3,2,1,1,1,1,1,2,2,2,3,1,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,X,X,X,X,X,X,X,2,2,2,2,1,2,3,2,1,1,3
41000491,112458709,7040121501,10,2,A,19,2,2,1,1,2,6,6,9,5,3,1,3,1,4,2,2,3,2,1,1,3,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,X,X,X,X,X,X,X,1,1,2,1,1,4,1,1,1,1,1
41000492,112458710,7040121501,10,3,A,16,2,X,1,1,2,1,3,2,7,3,1,1,4,4,2,4,1,1,1,3,2,3,1,3,1,1,3,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,1,2,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,X,X,X,X,X,X,X,2,1,2,2,1,4,2,1,2,1,4
41000493,112458711,7040121501,10,4,A,16,2,X,1,1,2,6,6,9,7,2,3,3,4,4,1,4,2,1,1,3,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,2,1,2,2,1,4,2,1,2,1,4
41000494,112458712,7040121501,10,5,A,16,1,1,1,1,2,4,4,9,1,4,1,3,3,5,1,1,2,1,1,2,2,1,2,2,3,2,3,2,1,2,1,2,2,1,2,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,1,X,X,X,X,X,X,X,1,2,2,1,2,1,1,1,1,1,1
41000495,112458713,7040121501,10,6,A,14,2,X,1,1,2,0,0,8,6,2,1,2,4,6,3,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,Z,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,1,1,1,1,1,4
41000496,112458714,7040121501,10,7,A,14,2,X,1,1,X,0,7,5,3,2,2,3,1,2,2,3,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,X,X,X,X,X,X,X,1,1,2,2,1,2,2,1,1,2,4
