sq_scan,tq_bar,tq_udise,tq_grade,tq_section,tq_gender,tq_emp,tq_exp,tq_pqua,tq_subj,tq_age,tq_q01,tq_q02,tq_q03,tq_q04,tq_q05,tq_q06,tq_q07,tq_q08,tq_q09,tq_q10,tq_q11,tq_q12,tq_q13,tq_q14,tq_q15,tq_q16,tq_q17,tq_q18,tq_q19,tq_q20,tq_q21,tq_q22,tq_q23,tq_q24,tq_q25,tq_q26,tq_q27,tq_q28,tq_q29,tq_q30,tq_q31,tq_q32,tq_q33,tq_q34,tq_q35,tq_q36,tq_q37,tq_q38,tq_q39,tq_q40,tq_q41,tq_q42,tq_q43,tq_q44,tq_q45,tq_q46,tq_q47,tq_q48,tq_q49,tq_q50,tq_q51,tq_q52,tq_q53,tq_q54,tq_q55,tq_q56,tq_q57,tq_q58,tq_q59,tq_q60,tq_q61,tq_q62,tq_q63,tq_q64,tq_q65,tq_q66,tq_q67,tq_q68,tq_q69,tq_q70a,tq_q70b,tq_q70c,tq_q70d,tq_q71a,tq_q71b,tq_q71c,tq_q71d,tq_q71e,tq_q71f
"41000965","122010455","07040121104","10","C","2","3","3","2","3","3","1","1","1","1","2","1","1","1","2","2","2","2","2","1","1","1","1","1","1","1","1","3","2","3","3","3","2","2","3","1","2","1","1","1","1","1","3","3","3","3","3","2","2","2","3","3","3","3","3","3","3","3","3","2","3","3","3","3","3","3","3","4","2","2","2","1","2","4","2","2","2","1","1","2","2","2","1","2","2"
"41000966","122010454","07040121104","10","C","2","1","1","2","4","2","1","1","1","1","2","2","1","1","1","1","1","2","2","1","2","1","1","1","1","1","1","3","3","3","3","2","2","1","3","2","2","1","1","1","1","1","3","3","3","2","3","2","2","2","3","3","3","3","3","3","2","2","2","3","3","2","3","3","3","3","4","4","1","2","1","1","2","3","1","2","2","1","1","2","2","2","2","1","2"
"41000967","122010451","07040121104","10","C","2","1","4","2","2","4","1","1","1","1","1","2","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","3","3","3","3","2","2","1","3","2","2","1","1","1","1","1","3","3","3","3","3","2","2","2","2","3","3","3","3","3","2","2","2","2","3","2","2","3","3","3","3","4","4","1","1","1","2","3","1","2","2","1","1","2","1","2","2","2","2"
"41000968","122010453","07040121104","10","C","2","1","4","2","1","3","1","2","1","1","2","1","2","2","2","2","2","1","2","1","1","1","1","1","1","1","1","3","2","3","Z","3","2","2","3","2","2","1","1","1","1","1","2","3","3","3","3","2","2","2","2","3","3","3","3","3","2","3","2","2","3","3","3","3","3","3","3","4","1","1","1","1","1","2","2","2","2","1","1","2","2","2","2","2","1"
"41001060","322003881","07040423607","03","A","2","2","4","2","5","2","1","1","1","2","2","2","1","2","2","1","1","1","1","2","1","1","1","1","1","1","1","3","2","3","2","3","2","1","2","2","2","1","3","1","1","1","3","3","3","3","3","3","3","2","2","3","2","3","3","3","3","2","2","2","2","2","2","2","3","3","3","1","2","2","2","2","2","2","1","1","2","2","2","1","1","1","1","1","1"
"41001061","322003880","07040423607","03","A","2","2","4","2","5","2","1","2","1","1","1","1","1","1","2","1","2","1","2","1","2","1","1","1","1","1","1","3","2","2","3","2","1","1","2","3","2","1","2","1","1","1","2","2","2","2","2","2","2","2","1","3","3","3","2","3","3","3","2","2","2","2","2","3","3","3","2","4","2","2","2","2","1","4","1","1","2","2","2","1","1","1","1","1","1"
"41001062","322003882","07040423607","03","B","2","1","4","2","5","4","1","2","1","1","1","1","1","1","2","1","2","1","2","1","2","1","1","1","1","1","1","3","2","2","3","2","1","1","2","3","2","1","2","1","1","1","2","2","2","2","2","2","2","2","1","3","3","3","2","3","3","3","2","2","2","2","2","3","3","3","3","4","1","1","1","2","2","4","2","1","2","2","2","1","1","1","1","1","1"
"41001093","322003894","07040523501","03","X","2","1","4","1","5","3","1","1","1","1","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","3","2","3","3","3","1","2","3","2","2","2","2","1","1","1","2","2","2","2","3","2","2","2","2","2","2","2","2","3","2","2","2","2","3","2","1","3","3","3","2","4","1","2","1","1","2","4","2","1","2","2","2","1","1","1","1","1","1"
"41001094","522003875","07040523501","05","X","2","1","3","1","X","2","1","2","1","1","1","2","2","1","2","2","2","2","1","2","1","1","1","1","1","1","1","3","2","3","3","3","2","2","2","2","1","1","1","1","1","1","2","3","3","3","3","3","2","2","2","3","3","3","3","3","3","3","2","2","2","1","2","3","3","3","3","1","1","1","1","1","1","5","1","1","1","2","2","1","1","1","1","1","1"
"41001095","522003876","07040523501","05","X","2","1","4","1","X","3","1","2","1","1","2","1","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","3","2","3","3","3","2","2","2","2","1","1","1","1","1","1","1","3","3","3","3","3","2","2","2","3","3","2","2","3","3","3","2","3","2","1","2","3","3","3","3","1","1","1","1","1","1","5","1","2","1","2","2","1","1","1","1","1","1"
"41001261","322023191","07040321501","03","A","2","3","1","2","2","1","2","1","1","2","2","2","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","2","3","2","2","2","2","3","2","2","1","1","1","1","2","3","3","3","2","3","2","2","2","2","2","3","2","2","2","3","3","3","3","3","2","2","3","3","3","3","3","2","1","1","2","2","2","1","1","1","1","2","2","1","1","1","2","1"
"41001262","322023193","07040321501","03","A","2","1","1","2","5","2","1","1","1","2","1","2","2","1","2","1","2","2","2","2","1","1","1","1","1","1","2","3","2","3","3","3","3","3","3","1","1","1","1","1","1","1","3","3","3","3","3","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","1","2","1","2","2","1","1","1","1","2","1","1","1","2","1","1"
"41001264","322023192","07040321501","03","A","2","X","1","2","5","1","1","1","1","2","2","1","2","2","2","Z","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","3","1","1","2","2","2","2","2","3","2","3","3","3","3","2","2","3","2","2","X","2","3","3","2","3","1","3","2","2","3","3","2","3","2","3","3","1","1","3","2","2","2","2","2","1","1","1","2","1","2","2","2","2","1"
"41001513","122010543","07040223402","10","A","2","1","4","2","1","3","1","1","1","1","1","1","1","1","1","1","2","1","2","1","2","1","1","1","1","1","1","3","2","3","3","3","2","2","3","2","1","1","1","1","1","1","3","3","3","3","3","3","2","2","3","2","2","2","2","2","3","3","2","2","3","2","2","3","3","2","2","4","1","2","1","1","1","2","2","2","2","1","1","1","2","2","2","2","2"
"41001514","122010544","07040223402","10","A","2","X","4","2","4","4","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","3","2","2","3","3","2","2","3","2","3","2","2","1","1","1","3","3","3","3","3","2","2","2","3","2","2","2","2","2","3","2","3","2","2","2","2","2","3","2","3","4","1","2","1","1","1","2","2","2","2","2","1","2","2","2","2","1","2"
"41001515","122010542","07040223402","10","A","2","1","3","2","3","2","1","1","1","1","1","1","1","1","1","1","2","1","2","1","2","1","1","1","1","1","1","3","2","3","3","3","2","2","3","2","2","1","1","1","1","1","3","3","3","1","3","3","2","2","3","2","2","2","2","2","3","3","2","3","3","3","2","3","3","2","3","4","1","1","1","1","1","2","2","2","2","1","1","1","2","2","1","2","2"
"41001516","122010545","07040223402","10","A","2","1","3","2","2","4","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","3","2","3","3","3","2","2","3","2","2","1","1","1","1","1","X","3","3","3","3","2","2","2","3","2","2","2","2","2","3","3","2","2","3","2","2","3","3","2","2","4","1","2","1","1","1","5","2","2","2","1","1","1","1","2","2","2","2"
"41001517","122010541","07040223402","10","A","2","1","4","2","1","4","1","1","1","1","1","1","1","1","1","1","2","1","2","1","2","1","1","1","1","1","1","3","2","3","3","3","2","2","3","2","1","1","1","1","1","1","3","3","3","3","3","3","2","2","3","2","2","2","2","2","3","3","2","2","3","2","2","3","3","2","3","4","1","2","1","1","1","2","2","2","2","1","1","2","2","2","2","2","1"
"41001698","522023633","07040322513","05","B","2","1","2","3","2","1","2","1","1","2","2","1","1","1","1","2","2","2","1","1","1","1","1","1","1","1","1","3","3","2","3","2","2","2","3","2","2","2","1","1","1","1","2","3","2","2","2","2","2","2","1","3","3","3","2","3","3","3","2","2","3","2","3","3","2","3","3","4","1","1","1","1","1","2","1","2","1","2","2","2","1","2","2","2","2"
"41001699","522023632","07040322513","05","B","2","1","4","2","1","4","2","1","1","2","2","1","2","1","1","2","1","1","2","2","1","1","1","2","1","1","1","3","3","3","3","2","2","2","3","1","1","2","1","1","1","1","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","2","1","2","2","1","2","1","2","1","2","2","1","2","1","2","1","1"
"41001700","522023634","07040322513","05","B","2","1","2","1","3","1","2","2","1","2","2","1","2","1","2","1","2","1","1","1","2","1","1","1","1","1","2","3","3","2","3","2","2","3","2","2","2","2","2","1","1","1","2","2","2","2","2","2","3","2","1","3","3","2","2","3","3","3","2","3","3","2","3","3","2","3","3","4","4","2","2","2","1","1","1","2","1","2","2","2","2","1","2","2","2"
"41001748","522023614","07040121803","05","A","1","1","1","1","5","2","2","1","1","1","2","2","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","3","3","3","3","2","3","3","3","2","3","2","1","2","1","2","3","3","3","3","3","2","2","2","2","3","3","3","3","3","3","3","2","2","3","2","2","3","3","3","2","4","1","2","1","1","1","2","2","2","1","2","2","1","1","1","2","1","1"
"41001749","522023616","07040121803","05","A","1","3","2","1","5","2","2","1","1","1","2","2","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","3","3","3","3","3","2","3","3","2","3","2","1","2","1","2","3","3","3","3","3","2","2","2","2","3","3","2","3","3","3","3","2","2","3","2","2","3","3","2","3","4","1","2","2","2","2","2","2","2","2","2","2","1","1","1","2","1","1"
"41001750","522023615","07040121803","05","Z","1","3","2","1","5","1","2","1","1","1","2","2","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","3","3","2","3","3","2","3","3","1","1","2","1","2","1","2","3","3","3","3","3","2","2","2","2","3","3","3","3","3","3","2","2","2","2","2","2","3","3","3","3","4","1","2","1","2","1","2","2","2","1","2","2","1","1","1","2","1","1"
"41001752","822054172","07040121703","08","C","2","3","2","2","2","3","2","1","1","1","2","2","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","3","2","2","3","3","2","2","3","1","2","1","1","1","1","1","3","3","3","3","3","2","2","2","2","3","3","3","3","3","2","3","2","2","3","3","3","3","3","3","3","3","1","1","1","2","2","2","2","2","2","1","1","2","1","2","2","2","2"
"41001753","822054171","07040121703","08","C","2","3","2","2","3","2","2","1","1","1","2","2","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","3","2","2","3","3","2","3","3","1","2","1","1","1","1","1","3","3","3","3","3","2","2","2","2","3","3","3","3","3","3","2","2","3","3","3","3","3","3","3","3","3","1","1","1","2","2","2","2","2","2","1","1","2","2","2","1","2","2"
"41001754","822054170","07040121703","08","C","2","3","2","2","4","2","2","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","3","2","3","3","3","2","2","3","1","1","1","1","2","1","1","3","3","3","3","3","2","2","2","2","3","3","3","3","3","3","3","2","2","3","2","3","3","3","3","2","3","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","1","2"
"41001755","822054169","07040121703","08","C","2","1","4","2","1","4","2","2","1","1","2","2","1","1","1","1","X","1","2","2","1","1","1","1","1","1","1","3","2","2","3","3","2","3","3","1","2","1","1","1","1","1","3","3","3","3","3","2","2","2","2","3","3","3","3","3","3","3","2","2","3","2","2","3","3","3","2","3","1","1","1","2","2","2","2","2","2","1","2","2","2","2","2","2","1"
"41001816","122068856","07040322812","10","E","2","1","4","2","4","4","2","1","1","1","2","2","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","3","2","3","3","3","1","3","3","1","2","2","1","1","1","1","3","3","3","2","3","2","2","2","2","3","2","3","2","3","3","3","2","2","3","1","3","3","3","3","3","4","1","2","2","2","2","2","1","2","2","2","1","2","2","2","2","1","2"
"41001817","122068857","07040322812","10","E","2","1","3","2","3","2","2","1","1","1","1","1","1","1","1","1","2","2","Z","Z","1","1","1","1","1","1","1","3","2","3","3","3","2","3","3","1","2","1","1","1","1","1","2","3","3","3","3","2","2","2","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","4","1","1","1","1","1","4","1","2","2","2","1","2","2","2","1","2","2"
"41001818","122068858","07040322812","10","E","2","1","3","2","1","2","2","1","1","1","2","1","1","1","1","1","2","2","Z","Z","1","1","1","1","1","1","1","3","2","3","3","3","2","3","3","1","2","1","1","1","1","1","2","3","3","3","3","2","2","2","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","4","1","2","1","2","1","2","1","2","2","2","1","2","2","2","2","2","1"
"41001819","122068859","07040322812","10","E","2","1","3","2","2","2","2","1","1","Z","2","1","1","1","1","1","2","2","Z","Z","1","1","1","1","1","1","1","3","2","3","3","3","2","3","3","1","2","1","1","1","1","1","2","3","3","3","3","2","2","2","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","4","1","2","1","2","1","2","1","2","2","1","1","2","1","2","2","2","2"
"41001820","122068860","07040322812","10","E","1","1","4","2","1","4","2","1","1","1","2","1","1","1","1","1","2","2","Z","Z","1","1","1","1","1","1","1","3","2","3","3","3","2","3","3","1","2","1","1","1","1","1","2","3","3","3","3","2","2","2","3","3","3","3","2","3","3","3","3","3","3","2","3","3","3","3","4","4","1","2","1","2","1","2","1","2","2","1","1","1","2","2","2","2","2"
"41001883","822054245","07040322603","08","Z","2","3","2","2","3","3","2","1","1","2","2","2","2","2","2","1","1","1","2","1","2","1","1","1","1","1","1","3","2","3","3","2","2","2","3","1","1","1","1","1","1","1","3","3","3","2","Z","2","2","2","1","3","3","2","3","3","3","3","3","3","3","3","3","3","3","2","2","1","2","2","1","1","2","5","1","2","2","1","2","2","2","2","1","2","2"
"41001884","822054246","07040322603","08","Z","2","1","3","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","2","3","2","2","3","3","3","2","3","1","1","1","1","1","1","1","3","3","3","3","3","2","2","2","2","3","2","2","3","3","3","3","2","2","3","3","3","2","3","3","4","4","1","1","1","1","1","2","1","2","2","1","1","2","1","2","2","2","2"
"41001885","822054247","07040322603","08","Z","2","1","2","2","1","3","2","1","1","2","2","1","1","1","1","2","2","1","2","2","1","1","1","1","1","1","2","3","2","3","3","3","2","2","3","1","1","1","1","1","1","1","2","3","3","2","3","2","2","2","2","3","3","3","2","3","3","3","3","3","3","3","3","2","3","3","2","4","1","1","1","1","1","2","1","2","2","1","2","2","2","2","2","2","1"
"41001886","822054248","07040322603","08","Z","2","3","1","2","4","1","2","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","1","1","1","2","3","3","3","3","3","3","3","3","1","1","1","1","1","1","1","3","3","3","2","3","2","2","2","2","3","3","2","2","3","3","3","3","3","3","3","3","3","3","3","3","4","1","1","1","1","1","2","1","2","2","1","2","2","2","2","2","1","2"
"41001947","122068883","07040323805","10","A","2","3","4","2","1","3","2","1","1","1","2","2","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","3","3","2","3","3","2","2","3","1","2","1","1","1","1","1","3","3","3","3","3","2","2","2","3","3","3","3","2","2","3","3","3","3","3","2","3","3","3","3","4","4","2","1","1","1","1","2","1","2","2","1","1","2","2","2","2","2","1"
"41001948","122068885","07040323805","10","B","1","3","2","2","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","2","2","3","3","2","3","3","1","2","1","1","1","1","1","3","3","3","3","3","3","2","2","2","3","3","3","2","3","3","3","2","2","3","3","3","3","3","3","3","4","1","1","1","1","1","2","1","2","2","1","1","2","1","2","2","2","2"
"41001949","122068882","07040323805","10","B","2","1","4","2","3","4","2","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","2","2","3","3","2","3","3","1","2","1","1","1","1","1","3","3","3","3","3","3","2","2","2","3","3","3","3","3","3","3","2","2","3","3","3","3","3","3","2","4","1","1","1","1","1","2","1","2","2","2","1","2","2","2","1","2","2"
"41001950","122068884","07040323805","10","B","2","3","2","2","4","3","2","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","3","2","3","3","2","3","3","1","2","1","1","1","1","1","3","3","3","3","3","3","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","1","1","1","1","1","2","1","2","2","2","1","2","2","2","2","1","2"
"41001951","822054282","07040323805","08","A","2","1","4","2","2","4","2","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","3","3","2","3","2","2","2","3","1","1","1","1","1","1","1","3","3","3","3","3","3","2","2","2","3","3","3","2","3","3","3","2","2","3","3","3","3","3","3","3","4","1","1","1","1","1","2","1","2","2","1","1","2","1","2","2","2","2"
"41001952","822054284","07040323805","08","A","2","1","4","2","1","3","2","1","1","1","1","2","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","3","3","2","3","2","2","2","3","1","2","1","1","1","1","1","3","3","3","3","2","2","2","2","3","3","3","3","2","2","3","3","3","3","3","2","3","3","3","3","4","4","2","1","1","1","1","2","1","2","2","1","1","2","2","2","2","2","1"
"41001953","822054283","07040323805","08","A","2","1","4","2","3","4","2","1","1","1","2","2","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","3","3","2","3","3","2","2","3","1","2","1","1","1","1","1","3","3","3","3","3","2","2","2","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","4","4","2","1","1","1","1","2","1","2","2","1","1","2","2","2","Z","2","2"
"41001954","822054281","07040323805","08","B","2","1","4","2","4","4","2","1","1","1","1","2","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","3","3","2","3","2","2","2","3","1","1","1","1","1","1","1","3","3","3","3","3","3","2","2","2","3","3","3","2","3","3","3","2","2","3","3","3","3","3","3","3","4","1","1","1","1","1","2","1","2","2","1","2","2","2","2","2","1","2"
"41001955","322023209","07040323805","03","A","2","1","4","2","5","4","2","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","1","1","1","1","3","3","3","3","3","2","3","3","3","1","1","1","1","1","1","3","3","3","3","3","2","3","2","2","3","3","3","3","3","3","3","2","3","3","2","3","3","3","3","4","4","1","1","1","1","1","2","1","1","X","X","X","1","1","1","X","X","1"
"41001956","322023210","07040323805","03","B","2","1","4","1","5","3","1","1","1","1","2","2","1","1","1","2","2","1","2","2","2","1","1","1","1","1","1","3","3","3","3","2","2","3","3","3","2","1","1","1","1","1","3","3","3","3","3","2","3","2","2","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","4","4","3","4","1","1","1","2","1","1","X","X","X","1","1","1","2","2","1"
"41001957","322023211","07040323805","03","C","2","3","2","1","5","2","2","1","1","1","1","2","1","1","1","2","2","1","2","2","2","1","1","1","1","1","1","3","3","3","3","2","2","3","3","3","3","1","1","1","1","1","3","3","3","3","3","2","3","2","2","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","4","4","3","1","1","1","1","2","1","1","X","X","X","1","1","1","X","X","1"
"41002157","322023207","07040323803","03","C","2","1","4","2","2","4","2","1","1","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","1","1","3","3","3","3","2","2","2","3","1","1","1","1","1","1","1","3","3","3","3","3","2","2","2","2","3","3","2","3","3","3","2","2","2","3","3","3","3","3","3","2","4","2","2","1","1","2","2","1","1","1","2","2","2","1","1","1","2","2"
"41002158","322023208","07040323803","03","A","2","1","3","2","3","3","2","1","1","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","1","1","3","3","3","3","2","2","2","3","1","1","1","1","1","1","1","3","3","3","3","3","2","2","2","2","3","3","2","3","3","3","2","2","2","3","3","3","3","3","3","3","4","2","2","1","1","1","2","1","1","1","2","2","2","2","1","1","1","2"
"41002159","322023206","07040323803","03","A","2","1","4","2","1","4","2","1","1","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","1","1","3","3","3","3","2","2","2","3","1","1","1","1","1","1","1","3","3","3","3","3","2","2","2","2","3","3","3","3","3","3","2","2","2","3","3","3","3","3","3","2","4","2","2","1","1","1","2","1","1","1","2","2","2","2","2","2","2","1"
"41002160","122068880","07040323803","10","A","2","1","4","2","1","4","2","1","1","1","2","2","1","1","1","2","2","2","2","2","1","1","1","1","1","1","2","3","2","3","3","3","2","3","3","1","1","1","1","1","1","1","3","3","3","3","3","3","2","2","2","2","2","3","2","3","3","2","2","2","3","3","3","3","3","2","3","4","2","1","1","1","1","5","1","2","2","2","1","2","2","2","2","2","1"
"41002161","122068878","07040323803","10","A","2","1","4","2","3","3","2","1","1","1","2","2","1","1","1","2","2","2","2","2","1","1","1","1","1","1","2","3","2","3","3","3","2","3","3","1","1","1","1","1","1","1","3","3","3","3","3","3","2","2","2","2","2","3","2","3","3","2","2","2","3","3","3","3","3","2","3","4","2","1","1","1","1","5","1","2","2","2","1","2","2","2","1","2","2"
